,id
401,654722
402,723563
403,697090
404,676744
405,642831
406,642291
407,642497
408,698566
409,645582
410,643846
411,654855
412,697356
413,643224
414,677778
415,677303
416,645501
417,646861
418,696927
419,471285
420,642734
421,705736
422,697608
423,734989
424,643096
425,470949
426,735388
427,647244
428,645379
429,647578
430,697778
431,677498
432,646837
433,697357
434,644409
435,706537
436,642894
437,642581
438,570716
439,645660
440,735133
441,676855
442,723507
443,643626
444,735436
445,644695
446,677739
447,647575
448,697242
449,718749
450,641943
451,643173
452,705867
453,676739
454,676786
455,729817
456,644826
457,641951
458,698219
459,647242
460,572594
461,697476
462,697191
463,705606
464,718877
465,735499
466,644805
467,735280
468,645129
469,643670
470,643753
471,705767
472,735380
473,647617
474,712134
475,643198
476,648128
477,642701
478,645597
479,643571
480,677002
481,642917
482,471463
483,697765
484,471161
485,648270
486,718980
487,642019
488,648265
489,697199
490,712354
491,712725
492,644563
493,645919
494,647618
495,647477
496,712239
497,643467
498,705580
499,697241
500,697633
501,705552
502,646782
503,643699
504,677041
505,643932
506,712767
507,644649
508,472505
509,712762
510,572605
511,646718
512,642902
513,645791
514,567320
515,644881
516,712366
517,646367
518,719158
519,697852
520,647152
521,642151
522,697108
523,697682
524,644353
525,470736
526,572643
527,642560
528,646754
529,646779
530,677547
531,471266
532,697030
533,712817
534,644018
535,712495
536,677605
537,644689
538,644970
539,644669
540,712435
541,643675
542,645562
543,698579
544,572375
545,643681
546,706088
547,719198
548,654792
549,645598
550,697372
551,647068
552,706025
553,566845
554,471388
555,573650
556,646976
557,571430
558,646309
559,644537
560,567315
561,572088
562,644368
563,719090
564,571349
565,698468
566,696975
567,654845
568,718927
569,643134
570,697982
571,647536
572,644694
573,698014
574,641927
575,642278
576,573644
577,646691
578,647109
579,705932
580,718673
581,705573
582,654829
583,697976
584,647389
585,647929
586,697637
587,646597
588,647171
589,647395
590,718852
591,647675
592,648360
593,645063
594,712569
595,697723
596,705904
597,645953
598,642027
599,470961
600,641923
601,676992
602,677740
603,712852
604,705565
605,642864
606,642245
607,729748
608,571917
609,706165
610,567087
611,642000
612,572497
613,643727
614,712253
615,566993
616,643945
617,645317
618,723660
619,697937
620,698150
621,641954
622,471196
623,698179
624,645524
625,571968
626,471330
627,642661
628,642270
629,697338
630,647490
631,643180
632,642810
633,472531
634,697271
635,654686
636,677696
637,644745
638,705903
639,648325
640,729771
641,471483
642,644854
643,712809
644,644726
645,642736
646,712804
647,644206
648,735506
649,471602
650,641911
651,647087
652,677297
653,572838
654,718833
655,644398
656,677317
657,712511
658,712658
659,735109
660,566801
661,729773
662,677380
663,723416
664,572090
665,471284
666,654597
667,698041
668,647693
669,642294
670,645263
671,646724
672,705731
673,698220
674,706194
675,697318
676,647291
677,698454
678,735270
679,648112
680,698059
681,729800
682,735239
683,654682
684,698025
685,642980
686,698494
687,698341
688,648365
689,712729
690,723549
691,697680
692,706141
693,645538
694,697950
695,646473
696,574534
697,646972
698,705602
699,677295
700,645514
701,642853
702,718717
703,647999
704,718893
705,712777
706,647024
707,647870
708,472513
709,697123
710,645744
711,698336
712,643383
713,718999
714,643464
715,712216
716,644160
717,677490
718,735369
719,712870
720,718656
721,712471
722,642528
723,641729
724,644425
725,705863
726,723422
727,471598
728,705992
729,646869
730,676706
731,697283
732,644047
733,644137
734,647107
735,644774
736,723789
737,723590
738,718703
739,676642
740,654295
741,723559
742,648385
743,697996
744,645098
745,654841
746,647942
747,567619
748,712399
749,471413
750,697628
751,677612
752,641882
753,697015
754,718949
755,705785
756,643387
757,712771
758,643060
759,647694
760,642267
761,644984
762,645053
763,645204
764,718982
765,566507
766,647636
767,697377
768,645851
769,567103
770,697829
771,643803
772,698161
773,644181
774,645841
775,642165
776,645259
777,645830
778,643479
779,647159
780,645291
781,647539
782,723366
783,644042
784,646800
785,647890
786,718649
787,648122
788,698241
789,642194
790,641995
791,642340
792,472594
793,712468
794,572624
795,646054
796,570009
797,729727
798,648050
799,723677
800,719033
801,654628
802,718774
803,654680
804,735343
805,718721
806,723676
807,646867
808,696865
809,735578
810,697138
811,697459
812,572614
813,648343
814,647479
815,698251
816,471052
817,712325
818,706046
819,697370
820,642009
821,712855
822,735334
823,698461
824,645066
825,705721
826,470821
827,705789
828,645353
829,734997
830,735335
831,646534
832,470971
833,642755
834,647913
835,735176
836,729693
837,677635
838,712635
839,645393
840,645840
841,648027
842,654610
843,471190
844,735352
845,697841
846,642006
847,647270
848,646926
849,696935
850,566917
851,698589
852,572160
853,648374
854,647226
855,697114
856,676909
857,645494
858,645641
859,647047
860,647447
861,471371
862,645020
863,697712
864,729816
865,698389
866,647781
867,571471
868,696886
869,648240
870,644947
871,705927
872,643470
873,712842
874,646419
875,645142
876,642852
877,643934
878,643978
879,654507
880,676971
881,644580
882,677715
883,697246
884,644703
885,647599
886,735097
887,645545
888,472538
889,723398
890,642711
891,471590
892,643290
893,718816
894,697468
895,654381
896,645933
897,647529
898,647396
899,643718
900,644444
901,646775
902,718609
903,572639
904,705882
905,676819
906,697137
907,718890
908,647755
909,647716
910,706204
911,645093
912,574551
913,697334
914,705596
915,644755
916,643594
917,697866
918,735231
919,645048
920,643739
921,654323
922,654764
923,643829
924,642398
925,643350
926,645213
927,572878
928,647120
929,697897
930,697571
931,644296
932,712221
933,642568
934,697118
935,718725
936,654793
937,645206
938,643756
939,643226
940,645248
941,647342
942,735567
943,647628
944,647383
945,643897
946,735437
947,572603
948,573599
949,646806
950,471618
951,677632
952,697147
953,643342
954,654575
955,654382
956,647957
957,723554
958,735620
959,654720
960,644052
961,718571
962,718860
963,648294
964,644997
965,572626
966,647583
967,646405
968,643230
969,735131
970,698543
971,654629
972,654639
973,644056
974,729826
975,698115
976,719183
977,677337
978,654817
979,719039
980,642253
981,642745
982,654865
983,718920
984,712359
985,647624
986,642273
987,697418
988,572797
989,647567
990,697165
991,712772
992,566842
993,642354
994,697087
995,719056
996,647676
997,705858
998,648286
999,573661
1000,643066
1001,677000
1002,644239
1003,677321
1004,572527
1005,698267
1006,471342
1007,646680
1008,642526
1009,718684
1010,644442
1011,677450
1012,641862
1013,712803
1014,642397
1015,729790
1016,697756
1017,654353
1018,712416
1019,646388
1020,644998
1021,719080
1022,712544
1023,647167
1024,718701
1025,472572
1026,697378
1027,646658
1028,706271
1029,643452
1030,646361
1031,641919
1032,697794
1033,641737
1034,654580
1035,654678
1036,571571
1037,697465
1038,698063
1039,696994
1040,723520
1041,643760
1042,642028
1043,471264
1044,572646
1045,676876
1046,647801
1047,654318
1048,654252
1049,735101
1050,676907
1051,723717
1052,642147
1053,645150
1054,697889
1055,706237
1056,471308
1057,712277
1058,648032
1059,718968
1060,567344
1061,571814
1062,697475
1063,643053
1064,698368
1065,729720
1066,648045
1067,642389
1068,645044
1069,735427
1070,735415
1071,718660
1072,642231
1073,642848
1074,703339
1075,712133
1076,696991
1077,735049
1078,643581
1079,572687
1080,706051
1081,572555
1082,698061
1083,643280
1084,723513
1085,647943
1086,735240
1087,645089
1088,698318
1089,712403
1090,643743
1091,643774
1092,718819
1093,705765
1094,654631
1095,646257
1096,705883
1097,646609
1098,719163
1099,648311
1100,572678
1101,719029
1102,567007
1103,698508
1104,648383
1105,697556
1106,697323
1107,642293
1108,697762
1109,571602
1110,647898
1111,735511
1112,697972
1113,719162
1114,697700
1115,643525
1116,706188
1117,647315
1118,648304
1119,648012
1120,646575
1121,729755
1122,697622
1123,705901
1124,646355
1125,647584
1126,729815
1127,646865
1128,712259
1129,646440
1130,645095
1131,696903
1132,472534
1133,648225
1134,472568
1135,642717
1136,696939
1137,648033
1138,643181
1139,642877
1140,643459
1141,677761
1142,698078
1143,642924
1144,648095
1145,642865
1146,712238
1147,644216
1148,735587
1149,643431
1150,718716
1151,642505
1152,706539
1153,646916
1154,646848
1155,698538
1156,470833
1157,723480
1158,654846
1159,712776
1160,705942
1161,706125
1162,647013
1163,642012
1164,648046
1165,573594
1166,712782
1167,697002
1168,654231
1169,643260
1170,647712
1171,705744
1172,646868
1173,697706
1174,567565
1175,712660
1176,705718
1177,697579
1178,471571
1179,712722
1180,735412
1181,572703
1182,470932
1183,676891
1184,712840
1185,645874
1186,646932
1187,654799
1188,643506
1189,644761
1190,644079
1191,723628
1192,643816
1193,698474
1194,572590
1195,645826
1196,712793
1197,654480
1198,643024
1199,643599
1200,712291
1201,648159
1202,735262
1203,646224
1204,676695
1205,644817
1206,472537
1207,471288
1208,698293
1209,706223
1210,645512
1211,697445
1212,642075
1213,647976
1214,654540
1215,712661
1216,677298
1217,642406
1218,644217
1219,643549
1220,677575
1221,654587
1222,697139
1223,718688
1224,645686
1225,719088
1226,645566
1227,647213
1228,705887
1229,654443
1230,698221
1231,644923
1232,698606
1233,646550
1234,571315
1235,677552
1236,698614
1237,706022
1238,647025
1239,642600
1240,643209
1241,645008
1242,572877
1243,643578
1244,644095
1245,647169
1246,643138
1247,642304
1248,643008
1249,718818
1250,696942
1251,647191
1252,712470
1253,646895
1254,698560
1255,677089
1256,471390
1257,677168
1258,677174
1259,647403
1260,705585
1261,677124
1262,677299
1263,697339
1264,718791
1265,472509
1266,718668
1267,646362
1268,647937
1269,698497
1270,677232
1271,648306
1272,718602
1273,647621
1274,697932
1275,642128
1276,706009
1277,676938
1278,705769
1279,641949
1280,697332
1281,735419
1282,697006
1283,471479
1284,643418
1285,729739
1286,642284
1287,677115
1288,574530
1289,641897
1290,646648
1291,642986
1292,472584
1293,471023
1294,645386
1295,642440
1296,718598
1297,647772
1298,705828
1299,697214
1300,677208
1301,698469
1302,645742
1303,644985
1304,645377
1305,644896
1306,677430
1307,697026
1308,718707
1309,735144
1310,471306
1311,643575
1312,641978
1313,712374
1314,644743
1315,735041
1316,471094
1317,644365
1318,718944
1319,647019
1320,641902
1321,641866
1322,648220
1323,735557
1324,572398
1325,697902
1326,719027
1327,643862
1328,698007
1329,566542
1330,471221
1331,697455
1332,644325
1333,723548
1334,654324
1335,644070
1336,646394
1337,654826
1338,697545
1339,647135
1340,729802
1341,644971
1342,723797
1343,706045
1344,677181
1345,654239
1346,718840
1347,646810
1348,571688
1349,718755
1350,646781
1351,697743
1352,712420
1353,654413
1354,647162
1355,643169
1356,646899
1357,697396
1358,712619
1359,572522
1360,705926
1361,706052
1362,705966
1363,719135
1364,712645
1365,647814
1366,642689
1367,647076
1368,698229
1369,706478
1370,735141
1371,471013
1372,470916
1373,698128
1374,644619
1375,698217
1376,645270
1377,723698
1378,719050
1379,712650
1380,706094
1381,572801
1382,642554
1383,642113
1384,648071
1385,572392
1386,572515
1387,697190
1388,645397
1389,472527
1390,719159
1391,647521
1392,644314
1393,645052
1394,642101
1395,644385
1396,735096
1397,654664
1398,705831
1399,572294
1400,677469
1401,696921
1402,642907
1403,697711
1404,642787
1405,712608
1406,642415
1407,646109
1408,698091
1409,641836
1410,719118
1411,646884
1412,697638
1413,677598
1414,718606
1415,646891
1416,735552
1417,642350
1418,646900
1419,723686
1420,654275
1421,718969
1422,735202
1423,735171
1424,718867
1425,641857
1426,643663
1427,697145
1428,641994
1429,697728
1430,647586
1431,677434
1432,735037
1433,644716
1434,676676
1435,648020
1436,729686
1437,698348
1438,572517
1439,697849
1440,647108
1441,645704
1442,705880
1443,642462
1444,648048
1445,718603
1446,647812
1447,646246
1448,735083
1449,698373
1450,697010
1451,645252
1452,574528
1453,642649
1454,718844
1455,645285
1456,735284
1457,471610
1458,644906
1459,643090
1460,712606
1461,705986
1462,471082
1463,735142
1464,718807
1465,642330
1466,644161
1467,712391
1468,642953
1469,718781
1470,718780
1471,705532
1472,647918
1473,643638
1474,654399
1475,698539
1476,706090
1477,644558
1478,677043
1479,646605
1480,718903
1481,719133
1482,705931
1483,705846
1484,712737
1485,705597
1486,648149
1487,644977
1488,643308
1489,718800
1490,697688
1491,705818
1492,654493
1493,677559
1494,470797
1495,697022
1496,735088
1497,735166
1498,471235
1499,723666
1500,572675
1501,574536
1502,698505
1503,642571
1504,729754
1505,644141
1506,654849
1507,697636
1508,654368
1509,572512
1510,735277
1511,698628
1512,697229
1513,719014
1514,642090
1515,641826
1516,643087
1517,735618
1518,718595
1519,676917
1520,698126
1521,642277
1522,712147
1523,676877
1524,712550
1525,641879
1526,718987
1527,718726
1528,697540
1529,712395
1530,698534
1531,698257
1532,642683
1533,647527
1534,654622
1535,647522
1536,646638
1537,697771
1538,648034
1539,644221
1540,647577
1541,706185
1542,642892
1543,712792
1544,654600
1545,642145
1546,647466
1547,712463
1548,647708
1549,643129
1550,698256
1551,677467
1552,677545
1553,705870
1554,712827
1555,735333
1556,643434
1557,697173
1558,698414
1559,641863
1560,705733
1561,644667
1562,705796
1563,697444
1564,471384
1565,654624
1566,719072
1567,643572
1568,723762
1569,644636
1570,572072
1571,719205
1572,712211
1573,697211
1574,572811
1575,706523
1576,677261
1577,643955
1578,645706
1579,705675
1580,642144
1581,654785
1582,718712
1583,698010
1584,706229
1585,706509
1586,719176
1587,646923
1588,643157
1589,723604
1590,697577
1591,573660
1592,735260
1593,642104
1594,641875
1595,646989
1596,677741
1597,470965
1598,644065
1599,677350
1600,676777
1601,643918
1602,571756
1603,654245
1604,697562
1605,644676
1606,719161
1607,677036
1608,471328
1609,646719
1610,723560
1611,698114
1612,642844
1613,706044
1614,698540
1615,644428
1616,654238
1617,567481
1618,697649
1619,735356
1620,647147
1621,642667
1622,712756
1623,698106
1624,712382
1625,470941
1626,644976
1627,735488
1628,698124
1629,646329
1630,647457
1631,697480
1632,677391
1633,712702
1634,643000
1635,712559
1636,572600
1637,642427
1638,573078
1639,735081
1640,712372
1641,648317
1642,645247
1643,470705
1644,643421
1645,642494
1646,647959
1647,697223
1648,735461
1649,706250
1650,643619
1651,676705
1652,697847
1653,697042
1654,647541
1655,696875
1656,648322
1657,642609
1658,471302
1659,571887
1660,705722
1661,643403
1662,642438
1663,698015
1664,654594
1665,706130
1666,719184
1667,647534
1668,698427
1669,723586
1670,641832
1671,645006
1672,705956
1673,677753
1674,735072
1675,705598
1676,643580
1677,572621
1678,706123
1679,677514
1680,698113
1681,642594
1682,644531
1683,571530
1684,712154
1685,648008
1686,572581
1687,641787
1688,642815
1689,642694
1690,646640
1691,712187
1692,647363
1693,643979
1694,698075
1695,645992
1696,647102
1697,698093
1698,697208
1699,712223
1700,572652
1701,572360
1702,712549
1703,471247
1704,566983
1705,677173
1706,729699
1707,729792
1708,718976
1709,729726
1710,719134
1711,677201
1712,648328
1713,571248
1714,718856
1715,654260
1716,712857
1717,644153
1718,706497
1719,642391
1720,698307
1721,705893
1722,566796
1723,712823
1724,571852
1725,643426
1726,641972
1727,654777
1728,571692
1729,646112
1730,644598
1731,654733
1732,471150
1733,735060
1734,647780
1735,645778
1736,723661
1737,729804
1738,642288
1739,472515
1740,698198
1741,677607
1742,648300
1743,647299
1744,573494
1745,697549
1746,677417
1747,677033
1748,645962
1749,712225
1750,644700
1751,646906
1752,654467
1753,697887
1754,643776
1755,644393
1756,641774
1757,698117
1758,712185
1759,697550
1760,677142
1761,705533
1762,647302
1763,654617
1764,646651
1765,677305
1766,648290
1767,645459
1768,647210
1769,470980
1770,729721
1771,642715
1772,735039
1773,718692
1774,697156
1775,573460
1776,712517
1777,647851
1778,697373
1779,718805
1780,698009
1781,642691
1782,647415
1783,572361
1784,697224
1785,677476
1786,718788
1787,712375
1788,735573
1789,643779
1790,718889
1791,718857
1792,698470
1793,697327
1794,572154
1795,677160
1796,723561
1797,646561
1798,706518
1799,643303
1800,677143
1801,697171
1802,712546
1803,647198
1804,644924
1805,643425
1806,712814
1807,677558
1808,470876
1809,712513
1810,643973
1811,644652
1812,642315
1813,644701
1814,644033
1815,654718
1816,471373
1817,647724
1818,643641
1819,735014
1820,647891
1821,642142
1822,642017
1823,706535
1824,677452
1825,646892
1826,645117
1827,643083
1828,642743
1829,729744
1830,643678
1831,696919
1832,645932
1833,642607
1834,676827
1835,471035
1836,646816
1837,718738
1838,697200
1839,677765
1840,697131
1841,735258
1842,470672
1843,677413
1844,643658
1845,723659
1846,643676
1847,712710
1848,718666
1849,647069
1850,645290
1851,645795
1852,643162
1853,677442
1854,735386
1855,705752
1856,647451
1857,642525
1858,647263
1859,706501
1860,698516
1861,705940
1862,644427
1863,643648
1864,705911
1865,643391
1866,697495
1867,712717
1868,735381
1869,697125
1870,712367
1871,654761
1872,645767
1873,642241
1874,734978
1875,643555
1876,719119
1877,712436
1878,641885
1879,712430
1880,712167
1881,572086
1882,705820
1883,705700
1884,705812
1885,645057
1886,472579
1887,642319
1888,647309
1889,471198
1890,697753
1891,677460
1892,645111
1893,677708
1894,723656
1895,718871
1896,677280
1897,698407
1898,644440
1899,697060
1900,712574
1901,705845
1902,641999
1903,646846
1904,641824
1905,677721
1906,472610
1907,719164
1908,654281
1909,471289
1910,729759
1911,735156
1912,735510
1913,645260
1914,735272
1915,647007
1916,641948
1917,735129
1918,572634
1919,723716
1920,572457
1921,648079
1922,677066
1923,712233
1924,571364
1925,647953
1926,644248
1927,697451
1928,706496
1929,718967
1930,643389
1931,572651
1932,642077
1933,697124
1934,697998
1935,677747
1936,644593
1937,645978
1938,729752
1939,471431
1940,677428
1941,698568
1942,697533
1943,567463
1944,712760
1945,677315
1946,696904
1947,712807
1948,697335
1949,735220
1950,644260
1951,642695
1952,647314
1953,697492
1954,718752
1955,735111
1956,735397
1957,712590
1958,642949
1959,735625
1960,698554
1961,644279
1962,697909
1963,643552
1964,718580
1965,647649
1966,646928
1967,642862
1968,654868
1969,677063
1970,572826
1971,648029
1972,646528
1973,572872
1974,643732
1975,648318
1976,705786
1977,696985
1978,647595
1979,643855
1980,729764
1981,697000
1982,643417
1983,706036
1984,642549
1985,698276
1986,642750
1987,641888
1988,719124
1989,698607
1990,706071
1991,654297
1992,677242
1993,571720
1994,696997
1995,646002
1996,470943
1997,697091
1998,572453
1999,677513
2000,654398
2001,642433
2002,648362
2003,643033
2004,647919
2005,644788
2006,642616
2007,644556
2008,654457
2009,735139
2010,719075
2011,677359
2012,697911
2013,712286
2014,723657
2015,698004
2016,643569
2017,706016
2018,643451
2019,677600
2020,712599
2021,642636
2022,642604
2023,644313
2024,642413
2025,642065
2026,642003
2027,642443
2028,647476
2029,643139
2030,570461
2031,646056
2032,719023
2033,723671
2034,677093
2035,645997
2036,712696
2037,644843
2038,697313
2039,654869
2040,648381
2041,644143
2042,677489
2043,647093
2044,654592
2045,644300
2046,712237
2047,697784
2048,719066
2049,697890
2050,718605
2051,712208
2052,471191
2053,646910
2054,645171
2055,647449
2056,654330
2057,719045
2058,647526
2059,646834
2060,644955
2061,734977
2062,571962
2063,654589
2064,735477
2065,654721
2066,719125
2067,647208
2068,723790
2069,643895
2070,735005
2071,643019
2072,643257
2073,706183
2074,676818
2075,735058
2076,705799
2077,644773
2078,698034
2079,643957
2080,647842
2081,642664
2082,735348
2083,646704
2084,646288
2085,735574
2086,654635
2087,644510
2088,645278
2089,712270
2090,646176
2091,642422
2092,645283
2093,706081
2094,677234
2095,718676
2096,697398
2097,571653
2098,677561
2099,645812
2100,698392
2101,735248
2102,712308
2103,647946
2104,654417
2105,712307
2106,645159
2107,567158
2108,729768
2109,645725
2110,642049
2111,698340
2112,676709
2113,647136
2114,723672
2115,647333
2116,643249
2117,698624
2118,697665
2119,644195
2120,706235
2121,645123
2122,654492
2123,705884
2124,697325
2125,719150
2126,697779
2127,471430
2128,677681
2129,723617
2130,696876
2131,641746
2132,573532
2133,654568
2134,643084
2135,572269
2136,646122
2137,643357
2138,642324
2139,719021
2140,642556
2141,647327
2142,644834
2143,712845
2144,697159
2145,698473
2146,654246
2147,712665
2148,471046
2149,642767
2150,647201
2151,471379
2152,677270
2153,472533
2154,735238
2155,677629
2156,706013
2157,642503
2158,677608
2159,643263
2160,573638
2161,644780
2162,573649
2163,654543
2164,643159
2165,646943
2166,648390
2167,471223
2168,471018
2169,697947
2170,647406
2171,642408
2172,646610
2173,648002
2174,643443
2175,697654
2176,677461
2177,644322
2178,641791
2179,643473
2180,677675
2181,676843
2182,643784
2183,705914
2184,654708
2185,572683
2186,698537
2187,705980
2188,697093
2189,645092
2190,471310
2191,644105
2192,698218
2193,706503
2194,647690
2195,641984
2196,735605
2197,644024
2198,647110
2199,735614
2200,706513
2201,648024
2202,719139
2203,644804
2204,647328
2205,697176
2206,706136
2207,698122
2208,697924
2209,571466
2210,705864
2211,735362
2212,697867
2213,696993
2214,729719
2215,647113
2216,698222
2217,697585
2218,648150
2219,645866
2220,697309
2221,718713
2222,706268
2223,642786
2224,644961
2225,676661
2226,646725
2227,646825
2228,729689
2229,572853
2230,471585
2231,718795
2232,677134
2233,647435
2234,648097
2235,698621
2236,643574
2237,718617
2238,718772
2239,646824
2240,643567
2241,697045
2242,723635
2243,647862
2244,642474
2245,644729
2246,644038
2247,471477
2248,643355
2249,718695
2250,647531
2251,643063
2252,643600
2253,471331
2254,697926
2255,470957
2256,647399
2257,697174
2258,641987
2259,735492
2260,642301
2261,735445
2262,647931
2263,647211
2264,705781
2265,572688
2266,723689
2267,723370
2268,719058
2269,705841
2270,643556
2271,644352
2272,735328
2273,471108
2274,712572
2275,735491
2276,712867
2277,706224
2278,712822
2279,643375
2280,567239
2281,698246
2282,705852
2283,643929
2284,697640
2285,643679
2286,697424
2287,647510
2288,648243
2289,719179
2290,723640
2291,646733
2292,647426
2293,697481
2294,654283
2295,642419
2296,697120
2297,698504
2298,719040
2299,735099
2300,697948
2301,705825
2302,705866
2303,712757
2304,643114
2305,643747
2306,677462
2307,472525
2308,645574
2309,697425
2310,571607
2311,648375
2312,729711
2313,642066
2314,643557
2315,698592
2316,697196
2317,646348
2318,718664
2319,647705
2320,644988
2321,646509
2322,648054
2323,654763
2324,646234
2325,696967
2326,697232
2327,647766
2328,735368
2329,642617
2330,643844
2331,642410
2332,645658
2333,676806
2334,644407
2335,712657
2336,571114
2337,718826
2338,646835
2339,645487
2340,677763
2341,698121
2342,697896
2343,697148
2344,641908
2345,698278
2346,644941
2347,643420
2348,735315
2349,646701
2350,572691
2351,712534
2352,644343
2353,697576
2354,647707
2355,644456
2356,696932
2357,677088
2358,647687
2359,471225
2360,642383
2361,676712
2362,718850
2363,642048
2364,645210
2365,654292
2366,641683
2367,570510
2368,647368
2369,718615
2370,566939
2371,698374
2372,712789
2373,643439
2374,642464
2375,642190
2376,643187
2377,643029
2378,712670
2379,567404
2380,646805
2381,647347
2382,643583
2383,643634
2384,642167
2385,642409
2386,644337
2387,735224
2388,735027
2389,712718
2390,642796
2391,642179
2392,735035
2393,697069
2394,571390
2395,470869
2396,677419
2397,735051
2398,676715
2399,697601
2400,712507
2401,643537
2402,648158
2403,643659
2404,647717
2405,712595
2406,718874
2407,644149
2408,470613
2409,697463
2410,654689
2411,471142
2412,697020
2413,712410
2414,643346
2415,643923
2416,566925
2417,698228
2418,697826
2419,642289
2420,644957
2421,566788
2422,677672
2423,643488
2424,647474
2425,698310
2426,647880
2427,697528
2428,647248
2429,642199
2430,646871
2431,644310
2432,642519
2433,647511
2434,698486
2435,676959
2436,646349
2437,735408
2438,566922
2439,654419
2440,712740
2441,648355
2442,729691
2443,647520
2444,571629
2445,646731
2446,644085
2447,723572
2448,697358
2449,646952
2450,647641
2451,643168
2452,706093
2453,697857
2454,719007
2455,648072
2456,735207
2457,647591
2458,648121
2459,645801
2460,676630
2461,642374
2462,718924
2463,647209
2464,648007
2465,646293
2466,645807
2467,705810
2468,646560
2469,572219
2470,698285
2471,642510
2472,644459
2473,697639
2474,645592
2475,470558
2476,697298
2477,712850
2478,698069
2479,697197
2480,644068
2481,697767
2482,712490
2483,735564
2484,712810
2485,697830
2486,648299
2487,571816
2488,697984
2489,697776
2490,723675
2491,697606
2492,643433
2493,677396
2494,654696
2495,729722
2496,735485
2497,642558
2498,706540
